provider,accent,clips,wer,drug_mentions,drug_accuracy,drug_substitutions,doses,dose_value_accuracy,dose_value_errors,dose_unit_errors,negation_cues,negation_preservation
gemini,twi,7,0.3506275237367675,2,1.0,0,0,,0,0,4,1.0
gemini,ukwuani,1,0.5333333333333333,0,,0,1,1.0,0,0,0,
gemini,urhobo,7,0.24864718614718614,0,,0,1,1.0,0,0,4,1.0
gemini,xhosa,7,0.4825958763458763,2,0.5,0,0,,0,0,3,1.0
gemini,yoruba,26,0.30720826411615887,6,1.0,0,12,0.8333333333333334,0,0,19,0.9473684210526315
gemini,zulu,7,0.2671726173947199,3,0.6666666666666666,1,1,1.0,0,0,3,1.0
whisper,afemai,1,0.28,0,,0,1,1.0,0,0,0,
whisper,afo,3,0.17129629629629628,1,1.0,0,0,,0,0,1,1.0
whisper,afrikaans,2,0.4666666666666667,0,,0,0,,0,0,2,1.0
whisper,agatu,2,0.6369047619047619,0,,0,1,0.0,0,0,1,1.0
whisper,akan,3,0.26251207729468595,2,0.5,0,0,,0,0,2,1.0
whisper,alago,1,0.22727272727272727,0,,0,0,,0,0,1,1.0
whisper,anaang,3,0.17692307692307693,2,1.0,0,1,1.0,0,0,3,1.0
whisper,angas,3,0.27777777777777773,0,,0,1,1.0,0,0,4,1.0
whisper,bagi,2,0.4177777777777778,1,1.0,0,2,1.0,0,0,0,
whisper,bajju,3,0.14237711213517665,0,,0,2,1.0,0,0,1,1.0
whisper,bassa,2,0.08101851851851852,4,1.0,0,3,0.6666666666666666,1,0,0,
whisper,bekwarra,3,0.3706293706293706,1,1.0,0,0,,0,0,1,1.0
whisper,benin,1,0.9,0,,0,0,,0,0,0,
whisper,berom,3,0.24466338259441708,0,,0,2,1.0,0,0,1,1.0
whisper,bini,3,0.1865079365079365,0,,0,2,1.0,0,0,0,
whisper,brass,3,0.6727573501767051,1,1.0,0,1,0.0,0,0,1,1.0
whisper,delta,3,0.27125,0,,0,1,0.0,0,0,2,1.0
whisper,ebiobo,3,0.3057208994708995,0,,0,0,,0,0,1,1.0
whisper,ebira,9,0.32455960961708086,1,1.0,0,7,0.8571428571428571,0,0,2,1.0
whisper,edo,1,0.2,0,,0,0,,0,0,2,1.0
whisper,efik,2,0.5192307692307692,3,0.3333333333333333,2,4,1.0,0,0,0,
whisper,eggon,3,0.5064425770308123,0,,0,1,1.0,0,0,1,1.0
whisper,ekene,3,0.33809523809523806,2,1.0,0,2,1.0,0,0,0,
whisper,eket,2,0.125,3,1.0,0,1,1.0,0,0,0,
whisper,ekpeye,3,0.45169082125603865,0,,0,3,1.0,0,0,2,1.0
whisper,eleme,2,0.38636363636363635,2,1.0,0,2,1.0,0,0,0,
whisper,english,3,0.26359469837730704,1,1.0,0,0,,0,0,3,1.0
whisper,epie,3,0.3181511470985155,1,1.0,0,2,1.0,0,0,1,1.0
whisper,esan,6,0.1562432665373842,0,,0,0,,0,0,0,
whisper,estako,2,0.4537037037037037,3,0.6666666666666666,0,3,1.0,0,0,0,
whisper,etche,3,0.3666666666666667,1,0.0,0,3,0.3333333333333333,0,1,1,1.0
whisper,etsako,2,0.45833333333333337,6,0.8333333333333334,1,2,0.5,0,0,0,
whisper,fulani,3,0.3912698412698412,0,,0,1,1.0,0,0,2,1.0
whisper,gbagyi,3,0.3822222222222222,1,0.0,0,3,1.0,0,0,0,
whisper,hausa,28,0.3393259735613609,15,0.4666666666666667,1,17,0.47058823529411764,0,0,14,0.9285714285714286
whisper,ibani,3,0.1638176638176638,0,,0,1,1.0,0,0,2,1.0
whisper,ibibio,9,0.30850647331892006,2,0.5,0,2,1.0,0,0,6,1.0
whisper,idah,2,0.7511961722488039,0,,0,4,0.75,0,0,0,
whisper,idoma,9,0.3007843471461314,10,0.7,0,7,0.8571428571428571,0,0,1,1.0
whisper,igala,8,0.3926892551892552,1,1.0,0,0,,0,0,1,1.0
whisper,igarra,3,0.4821969696969697,1,0.0,0,2,0.5,0,0,1,1.0
whisper,igbo,28,0.33066418224724575,9,0.6666666666666666,0,16,0.8125,1,0,15,0.8666666666666667
whisper,ijaw,27,0.3865284596454306,3,0.0,0,5,1.0,0,0,10,0.9
whisper,ika,3,0.34393939393939393,0,,0,2,1.0,0,0,1,1.0
whisper,ikulu,2,0.3333333333333333,2,1.0,0,1,1.0,0,0,1,1.0
whisper,ishan,2,0.27083333333333337,0,,0,2,1.0,0,0,0,
whisper,isixhosa,2,0.14250000000000002,2,0.5,1,0,,0,0,1,1.0
whisper,isizulu,9,0.25542345893223084,7,1.0,0,0,,0,0,3,1.0
whisper,isoko,2,0.2222222222222222,1,1.0,0,1,1.0,0,0,0,
whisper,itsekiri,2,0.1,1,0.0,0,2,1.0,0,0,0,
whisper,izon,2,0.2554945054945055,0,,0,1,1.0,0,0,1,1.0
whisper,jaba,2,0.6215277777777778,2,0.5,0,0,,0,0,0,
whisper,jukun,2,0.1875,0,,0,0,,0,0,0,
whisper,kalabari,2,0.08055555555555555,2,1.0,0,0,,0,0,2,1.0
whisper,kanuri,2,0.16666666666666666,2,1.0,0,2,1.0,0,0,0,
whisper,khana,2,0.6353383458646616,1,0.0,0,1,1.0,0,0,0,
whisper,kikuyu,2,0.6578947368421053,0,,0,0,,0,0,2,0.5
whisper,kinyarwanda,8,0.29034427615132075,3,0.3333333333333333,0,0,,0,0,5,1.0
whisper,kiswahili,6,0.5367521367521367,1,1.0,0,1,0.0,0,0,1,0.0
whisper,kubi,2,0.1987281399046105,1,1.0,0,0,,0,0,1,1.0
whisper,luganda,7,0.41695011337868476,0,,0,0,,0,0,4,0.75
whisper,luhya,7,0.7701894425002599,4,0.75,0,1,1.0,0,0,4,0.25
whisper,luo,2,0.25,2,0.5,1,0,,0,0,1,1.0
whisper,mada,2,0.5347593582887701,3,0.0,0,2,1.0,0,0,0,
whisper,mwaghavul,2,0.34065934065934067,2,0.0,0,2,1.0,0,0,0,
whisper,nembe,4,0.41309523809523807,0,,0,0,,0,0,0,
whisper,ngas,2,0.30000000000000004,0,,0,0,,0,0,0,
whisper,nyandang,1,0.7333333333333333,0,,0,1,0.0,0,0,0,
whisper,obolo,1,0.22727272727272727,1,0.0,0,0,,0,0,0,
whisper,ogbia,1,0.3,0,,0,0,,0,0,1,1.0
whisper,ogoni,1,0.23076923076923078,1,0.0,0,0,,0,0,0,
whisper,oklo,1,0.06896551724137931,0,,0,1,1.0,0,0,0,
whisper,pidgin,7,0.16926806318764473,1,0.0,0,1,1.0,0,0,3,1.0
whisper,sepedi,1,0.5882352941176471,1,0.0,0,0,,0,0,0,
whisper,sesotho,1,0.2631578947368421,1,0.0,0,0,,0,0,0,
whisper,setswana,7,0.3916221033868093,3,0.6666666666666666,1,0,,0,0,2,1.0
whisper,sotho,1,0.0,0,,0,0,,0,0,1,1.0
whisper,swahili,26,0.26008412342024384,11,0.5454545454545454,0,5,0.6,0,0,19,0.8947368421052632
whisper,tshivenda,1,0.0,0,,0,0,,0,0,1,1.0
whisper,tswana,7,0.3181895485466914,0,,0,1,1.0,0,0,0,
whisper,twi,7,0.41842797725150666,2,1.0,0,0,,0,0,4,1.0
whisper,ukwuani,1,0.6,0,,0,1,1.0,0,0,0,
whisper,urhobo,7,0.1742965367965368,0,,0,1,1.0,0,0,4,1.0
whisper,xhosa,7,0.3085650460650461,2,0.5,0,0,,0,0,3,1.0
whisper,yoruba,26,0.34665395816711614,6,0.8333333333333334,0,12,0.8333333333333334,0,0,19,0.9473684210526315
whisper,zulu,7,0.32629343107200154,3,0.3333333333333333,0,1,1.0,0,0,3,1.0
